Prev.Length,Match.Score,Tile.Size,Prev.Type,Browse.Time
80,58,0.2,TT,13.94067415
75,52,0.2,TT,14.44225232
105,85,0.2,TT,19.55813344
100,79,0.2,TT,16.48317646
95,74,0.2,TT,13.16299236
90,69,0.2,TT,12.44752639
85,63,0.2,TT,10.27899046
80,58,0.2,TT,12.98238581
75,52,0.2,TT,15.69001483
105,85,0.2,TT,17.1898793
100,79,0.2,TT,16.05727425
95,74,0.2,TT,13.57534414
90,69,0.2,TT,14.77684084
85,63,0.2,TT,12.5509109
80,58,0.2,TT,12.87859701
75,52,0.2,TT,15.41565312
105,85,0.2,TT,16.46614381
100,79,0.2,TT,17.77086092
95,74,0.2,TT,15.09395316
90,69,0.2,TT,10.82411031
85,63,0.2,TT,12.56724518
80,58,0.2,TT,12.951818
75,52,0.2,TT,15.21065427
105,85,0.2,TT,19.82824566
100,79,0.2,TT,16.70936808
95,74,0.2,TT,14.98890478
90,69,0.2,TT,12.79004332
85,63,0.2,TT,11.2035246
80,58,0.2,TT,12.7229093
75,52,0.2,TT,14.23028515
105,85,0.2,TT,19.1904924
100,79,0.2,TT,17.1804919
95,74,0.2,TT,14.1905243
90,69,0.2,TT,11.094137
85,63,0.2,TT,11.52678636
80,58,0.2,TT,13.28823282
75,52,0.2,TT,16.07513875
105,85,0.2,TT,17.19292514
100,79,0.2,TT,15.84819491
95,74,0.2,TT,14.55214678
90,69,0.2,TT,11.38612719
85,63,0.2,TT,11.83332686
80,58,0.2,TT,14.43940787
75,52,0.2,TT,15.33198981
105,85,0.2,TT,18.77772349
100,79,0.2,TT,17.40776963
95,74,0.2,TT,12.92145706
90,69,0.2,TT,11.52089588
85,63,0.2,TT,13.83758419
80,58,0.2,TT,12.76488661
75,52,0.2,TT,13.95016684
105,85,0.2,TT,16.79823142
100,79,0.2,TT,13.58285882
95,74,0.2,TT,15.66580874
90,69,0.2,TT,12.45580392
85,63,0.2,TT,12.363104
80,58,0.2,TT,12.27278304
75,52,0.2,TT,16.30456167
105,85,0.2,TT,17.35619136
100,79,0.2,TT,16.78766931
95,74,0.2,TT,12.35064767
90,69,0.2,TT,12.29372603
85,63,0.2,TT,11.96744869
80,58,0.2,TT,14.17622017
75,52,0.2,TT,14.60802627
105,85,0.2,TT,18.86899413
100,79,0.2,TT,16.20834595
95,74,0.2,TT,12.96219702
90,69,0.2,TT,11.0734855
85,63,0.2,TT,11.75869316
80,58,0.2,TT,14.27819189
75,52,0.2,TT,16.94743955
105,85,0.2,TT,17.54340806
100,79,0.2,TT,15.4232696
95,74,0.2,TT,13.48623091
90,69,0.2,TT,14.7533591
85,63,0.2,TT,13.06022932
80,58,0.2,TT,14.58761039
75,52,0.2,TT,15.34351866
105,85,0.2,TT,18.00517178
100,79,0.2,TT,16.33704523
95,74,0.2,TT,13.40407036
90,69,0.2,TT,11.21130949
85,63,0.2,TT,11.15853308
80,58,0.2,TT,14.5554313
75,52,0.2,TT,14.44327402
105,85,0.2,TT,19.30556729
100,79,0.2,TT,15.55146448
95,74,0.2,TT,13.15677691
90,69,0.2,TT,10.73670134
85,63,0.2,TT,12.08268097
80,58,0.2,TT,11.34917683
75,52,0.2,TT,15.6998309
105,85,0.2,TT,18.27383374
100,79,0.2,TT,14.93995954
95,74,0.2,TT,13.08258994
90,69,0.2,TT,11.30716471
85,63,0.2,TT,12.19051822
80,58,0.2,TT,12.82398879
75,52,0.2,TT,14.47833613
105,85,0.2,TT,17.15464627
100,79,0.2,TT,15.97453575
95,74,0.2,TT,14.1074395
90,69,0.2,TT,12.59603842
85,63,0.2,TT,11.72363625
80,58,0.2,TT,13.38182623
75,52,0.2,TT,16.15220807
105,85,0.2,TT,18.25763985
100,79,0.2,TT,16.51719826
95,74,0.2,TT,13.36113549
90,69,0.2,TT,13.47753788
85,63,0.2,TT,12.75348543
80,58,0.2,TT,14.23464421
75,52,0.2,TT,14.97159661
105,85,0.2,TT,18.43733142
100,79,0.2,TT,17.13222
95,74,0.2,TT,13.89992311
90,69,0.2,TT,12.57331317
85,63,0.2,TT,11.32061926
80,58,0.2,TT,14.74974879
75,52,0.2,TT,16.07384413
105,85,0.2,TT,18.56649371
100,79,0.2,TT,16.68981162
95,74,0.2,TT,13.71381759
90,69,0.2,TT,11.36263609
85,63,0.2,TT,10.6834673
80,58,0.2,TT,12.90185247
75,52,0.2,TT,14.55025746
105,85,0.2,TT,17.80182436
100,79,0.2,TT,15.54195278
95,74,0.2,TT,15.27955036
90,69,0.2,TT,11.71539932
85,63,0.2,TT,13.50688024
80,58,0.2,TT,13.82474869
75,52,0.2,TT,15.0921283
105,85,0.2,TT,18.84926019
100,79,0.2,TT,16.17149478
95,74,0.2,TT,14.52811975
90,69,0.2,TT,13.37617992
85,63,0.2,TT,12.53349022
80,58,0.2,TT,11.80483739
75,52,0.2,TT,16.45752731
105,85,0.2,TT,16.19708843
100,79,0.2,TT,16.5536867
95,74,0.2,TT,13.96694297
90,69,0.2,TT,14.41620316
85,63,0.2,TT,13.39340554
80,58,0.2,TT,14.02234891
75,52,0.2,TT,15.92066512
105,85,0.2,TT,19.05781268
100,79,0.2,TT,15.10450149
95,74,0.2,TT,14.57554115
90,69,0.2,TT,12.1746762
85,63,0.2,TT,11.96875858
80,58,0.2,TT,12.22975226
75,52,0.2,TT,17.1624788
105,85,0.2,TT,17.13620027
100,79,0.2,TT,15.25765776
95,74,0.2,TT,12.56241227
90,69,0.2,TT,11.57102869
85,63,0.2,TT,12.8580308
80,58,0.2,TT,15.25802099
75,52,0.2,TT,14.77589622
105,85,0.2,TT,16.86525236
100,79,0.2,TT,16.34337686
95,74,0.2,TT,15.27900669
90,69,0.2,TT,13.3961184
85,63,0.2,TT,11.72125648
80,58,0.2,TT,14.1099533
75,52,0.2,TT,16.76875326
105,85,0.2,TT,16.51538915
100,79,0.2,TT,15.00585945
95,74,0.2,TT,14.65180558
90,69,0.2,TT,11.18627587
85,63,0.2,TT,11.64977913
80,58,0.2,TT,12.04483587
75,52,0.2,TT,15.38498595
105,85,0.2,TT,16.74482265
100,79,0.2,TT,17.83225909
95,74,0.2,TT,15.76125246
90,69,0.2,TT,14.18349588
85,63,0.2,TT,11.54409613
80,58,0.2,TT,14.89401234
75,52,0.2,TT,15.89594218
105,85,0.2,TT,20.15087971
100,79,0.2,TT,15.98050109
95,74,0.2,TT,14.11767352
90,69,0.2,TT,12.90607969
85,63,0.2,TT,10.06685136
80,58,0.2,TT,14.6352819
75,52,0.2,TT,16.32078391
105,85,0.2,TT,16.4350937
100,79,0.2,TT,13.96572176
95,74,0.2,TT,15.03432251
90,69,0.2,TT,12.49841046
85,63,0.2,TT,12.48372971
80,58,0.2,TT,13.50947697
75,52,0.2,TT,13.95441273
105,85,0.2,TT,16.28683333
100,79,0.2,TT,15.69133747
95,74,0.2,TT,14.70214279
90,69,0.2,TT,13.45226545
85,63,0.2,TT,12.89402332
80,58,0.2,TT,12.84048492
75,52,0.2,TT,17.02422959
105,85,0.2,TT,17.06183375
100,79,0.2,TT,17.90093283
95,74,0.2,TT,13.80410361
90,69,0.2,TT,12.34328232
85,63,0.2,TT,12.72207193
80,58,0.2,TT,12.04839944
75,52,0.2,TT,14.69613083
105,85,0.2,TT,18.12782791
100,79,0.2,TT,16.58362325
95,74,0.2,TT,13.76965143
90,69,0.2,TT,10.86750733
85,63,0.2,TT,11.35239503
80,58,0.2,TT,13.4720907
75,52,0.2,TT,15.70109317
105,85,0.2,TT,18.55055493
100,79,0.2,TT,15.55038658
95,74,0.2,TT,14.17312564
90,69,0.2,TT,12.38397536
85,63,0.2,TT,12.28049662
80,58,0.2,TT,11.88005906
75,52,0.2,TT,15.23452261
105,85,0.2,TT,18.64445945
100,79,0.2,TT,16.68346402
95,74,0.2,TT,12.21945174
90,69,0.2,TT,13.31116274
85,63,0.2,TT,13.53440995
80,58,0.2,TT,14.08072047
75,52,0.2,TT,16.62348446
105,85,0.2,TT,15.74378224
100,79,0.2,TT,17.11074872
95,74,0.2,TT,14.58534797
90,69,0.2,TT,11.11421049
85,63,0.2,TT,11.41647689
80,58,0.2,TT,13.96181324
75,52,0.2,TT,14.47604285
105,85,0.2,TT,17.53007845
100,79,0.2,TT,15.74755987
95,74,0.2,TT,12.51992447
90,69,0.2,TT,12.28400068
85,63,0.2,TT,11.58189214
80,58,0.2,TT,13.01978442
75,52,0.2,TT,14.02951167
105,85,0.2,TT,19.07890376
100,79,0.2,TT,15.66746425
95,74,0.2,TT,11.85069981
90,69,0.2,TT,12.36609283
85,63,0.2,TT,11.60282853
80,58,0.2,TT,11.89570442
75,52,0.2,TT,17.08030064
105,85,0.2,TT,16.48946648
100,79,0.2,TT,13.89874138
95,74,0.2,TT,14.8482412
90,69,0.2,TT,10.99406692
85,63,0.2,TT,12.5777341
80,58,0.2,TT,14.19017196
75,52,0.2,TT,15.13349192
105,85,0.2,TT,17.68676921
100,79,0.2,TT,14.80112577
95,74,0.2,TT,14.83967575
90,69,0.2,TT,16.0276675
85,63,0.2,TT,14.4948895
80,58,0.2,TT,13.50848257
75,52,0.2,TT,14.93974684
105,85,0.2,TT,17.4947855
100,79,0.2,TT,15.66665062
95,74,0.2,TT,12.72322013
90,69,0.2,TT,13.15375664
85,63,0.2,TT,11.42861195
80,58,0.2,TT,10.30396368
75,52,0.2,TT,16.10090129
105,85,0.2,TT,19.97615858
100,79,0.2,TT,15.41310175
95,74,0.2,TT,15.1236437
90,69,0.2,TT,13.04045559
85,63,0.2,TT,12.12740688
80,58,0.2,TT,11.82287793
75,52,0.2,TT,15.98657169
105,85,0.2,TT,17.17597312
100,79,0.2,TT,15.74148743
95,74,0.2,TT,14.03387188
90,69,0.2,TT,11.97205774
85,63,0.2,TT,13.05177301
80,58,0.2,TT,13.48436427
75,52,0.2,TT,14.06724487
105,85,0.2,TT,19.75778708
100,79,0.2,TT,18.31028009
95,74,0.2,TT,15.12772992
90,69,0.2,TT,10.34022486
85,63,0.2,TT,13.24039385
80,58,0.2,TT,13.35080937
75,52,0.2,TT,15.62579459
105,85,0.2,TT,17.01972669
100,79,0.2,TT,15.47546399
95,74,0.2,TT,14.23812851
90,69,0.2,TT,12.25957923
85,63,0.2,TT,11.70367908
80,58,0.2,TT,13.37455507
75,52,0.2,TT,14.92201153
105,85,0.2,TT,16.94505754
100,79,0.2,TT,14.35149058
95,74,0.2,TT,14.86242879
90,69,0.2,TT,12.64959095
85,63,0.2,TT,12.60460286
80,58,0.2,TT,13.89661993
75,52,0.2,TT,16.1357877
105,85,0.2,TT,16.43587603
100,79,0.2,TT,17.24408778
95,74,0.2,TT,13.40023357
90,69,0.2,TT,12.86856294
85,63,0.2,TT,13.1427113
80,58,0.2,TT,12.94154868
75,52,0.2,TT,15.79267142
105,85,0.2,TT,18.21431319
100,79,0.2,TT,17.1678291
95,74,0.2,TT,14.01454003
90,69,0.2,TT,11.40431349
85,63,0.2,TT,12.3144383
80,58,0.2,TT,11.96746218
75,52,0.2,TT,15.53188063
105,85,0.2,TT,16.79235554
100,79,0.2,TT,17.15272593
95,74,0.2,TT,15.5698225
90,69,0.2,TT,11.10414308
85,63,0.2,TT,12.41034823
80,58,0.2,TT,15.62919331
75,52,0.2,TT,15.26271695
105,85,0.2,TT,18.42998458
100,79,0.2,TT,15.08555128
95,74,0.2,TT,15.08043918
90,69,0.2,TT,10.91209886
85,63,0.2,TT,13.64822287
80,58,0.2,TT,14.12722685
75,52,0.2,TT,16.08602214
105,85,0.2,TT,18.24534013
100,79,0.2,TT,14.92195832
95,74,0.2,TT,14.58555731
90,69,0.2,TT,14.39986451
85,63,0.2,TT,11.40599536
80,58,0.2,TT,12.5810126
75,52,0.2,TT,15.52728108
105,85,0.2,TT,18.24031606
100,79,0.2,TT,15.27423581
95,74,0.2,TT,14.63675108
90,69,0.2,TT,12.283248
85,63,0.2,TT,11.02225327
80,58,0.2,TT,11.66891893
75,52,0.2,TT,16.4482673
105,85,0.2,TT,17.14110249
100,79,0.2,TT,16.20457298
95,74,0.2,TT,14.43155799
90,69,0.2,TT,11.38732984
85,63,0.2,TT,12.56057599
80,58,0.2,TT,13.8146524
75,52,0.2,TT,14.89605408
105,85,0.2,TT,18.6132173
100,79,0.2,TT,15.2930536
95,74,0.2,TT,14.55890235
90,69,0.2,TT,12.993581
85,63,0.2,TT,12.19980739
80,58,0.2,TT,15.29637389
75,52,0.2,TT,16.56073859
105,85,0.2,TT,17.80099112
100,79,0.2,TT,15.75994974
95,74,0.2,TT,14.20501896
90,69,0.2,TT,14.05157106
85,63,0.2,TT,11.75261228
80,58,0.2,TT,13.09321104
75,52,0.2,TT,14.50357679
105,85,0.2,TT,17.77759476
100,79,0.2,TT,15.21378862
95,74,0.2,TT,13.390916
90,69,0.2,TT,12.1112893
85,63,0.2,TT,13.20561364
80,58,0.2,TT,14.47622124
75,52,0.2,TT,15.02500571
105,85,0.2,TT,18.13248974
100,79,0.2,TT,16.81155738
95,74,0.2,TT,13.32302099
90,69,0.2,TT,9.726715764
85,63,0.2,TT,13.078644
80,58,0.2,TT,11.91998553
75,52,0.2,TT,15.06737589
105,85,0.2,TT,17.18755974
100,79,0.2,TT,17.97598077
95,74,0.2,TT,14.58235478
90,69,0.2,TT,12.67109974
85,63,0.2,TT,12.57618506
80,58,0.2,TT,12.44175255
75,52,0.2,TT,15.2219313
105,85,0.2,TT,18.77826546
100,79,0.2,TT,14.95358026
95,74,0.2,TT,14.38976717
90,69,0.2,TT,13.58031057
85,63,0.2,TT,11.6535006
80,58,0.2,TT,13.81798008
75,52,0.2,TT,17.85416914
105,85,0.2,TT,17.8510848
100,79,0.2,TT,16.18094659
95,74,0.2,TT,13.04233901
90,69,0.2,TT,13.28863474
85,63,0.2,TT,10.50682468
80,58,0.2,TT,13.42681138
75,52,0.2,TT,15.46630765
105,85,0.2,TT,18.30161398
100,79,0.2,TT,17.18352989
95,74,0.2,TT,16.24947179
90,69,0.2,TT,12.69895012
85,63,0.2,TT,10.63141057
80,58,0.2,TT,13.29993314
75,52,0.2,TT,15.746792
105,85,0.2,TT,17.4779138
100,79,0.2,TT,16.01136702
95,74,0.2,TT,13.86380546
90,69,0.2,TT,12.23863392
85,63,0.2,TT,10.52848914
80,58,0.2,TT,14.03812722
75,52,0.2,TT,14.99617162
105,85,0.2,TT,17.71074088
100,79,0.2,TT,16.58413706
95,74,0.2,TT,15.04043447
90,69,0.2,TT,10.59540723
85,63,0.2,TT,12.7939399
80,58,0.2,TT,14.20343609
75,52,0.2,TT,16.25046079
105,85,0.2,TT,17.17823427
100,79,0.2,TT,16.21983063
95,74,0.2,TT,15.61480074
90,69,0.2,TT,13.1139874
85,63,0.2,TT,12.83300093
80,58,0.2,TT,13.58322266
75,52,0.2,TT,15.98928408
105,85,0.2,TT,17.4859284
100,79,0.2,TT,16.8793114
95,74,0.2,TT,12.49034123
90,69,0.2,TT,12.01856859
85,63,0.2,TT,12.34074526
80,58,0.2,TT,13.28310008
75,52,0.2,TT,16.07012403
105,85,0.2,TT,18.61334631
100,79,0.2,TT,16.04890483
95,74,0.2,TT,12.86091307
90,69,0.2,TT,10.76418214
85,63,0.2,TT,13.95529438
80,58,0.2,TT,13.26902512
75,52,0.2,TT,15.4491082
105,85,0.2,TT,17.83479358
100,79,0.2,TT,16.8987848
95,74,0.2,TT,14.34865846
90,69,0.2,TT,12.5183212
85,63,0.2,TT,13.95738103
80,58,0.2,TT,13.40424055
75,52,0.2,TT,14.61302483
105,85,0.2,TT,18.02848861
100,79,0.2,TT,15.03467917
95,74,0.2,TT,13.28635684
90,69,0.2,TT,13.55756749
85,63,0.2,TT,12.30453206
80,58,0.2,TT,11.86882218
75,52,0.2,TT,14.5140251
105,85,0.2,TT,17.99243487
100,79,0.2,TT,16.41739307
95,74,0.2,TT,14.3035214
90,69,0.2,TT,13.30272671
85,63,0.2,TT,11.89130646
80,58,0.2,TT,12.834702
75,52,0.2,TT,15.49168513
