Prev.Length,Match.Score,Tile.Size,Prev.Type,Browse.Time
120,80,0.1,TT,20.47040162
100,100,0.1,TT,18.53276806
120,100,0.3,TT,19.5069241
100,80,0.3,TT,16.05800574
120,80,0.1,TT,20.51714304
100,100,0.1,TT,19.51128551
120,100,0.3,TT,20.94342803
100,80,0.3,TT,15.97941445
120,80,0.1,TT,18.01130664
100,100,0.1,TT,18.91561947
120,100,0.3,TT,19.04864509
100,80,0.3,TT,16.06319574
120,80,0.1,TT,20.63749099
100,100,0.1,TT,19.08981185
120,100,0.3,TT,18.29451042
100,80,0.3,TT,16.52695173
120,80,0.1,TT,18.9404372
100,100,0.1,TT,18.92901613
120,100,0.3,TT,20.07801553
100,80,0.3,TT,16.77362225
120,80,0.1,TT,18.95014438
100,100,0.1,TT,18.27742813
120,100,0.3,TT,19.65773796
100,80,0.3,TT,14.96819232
120,80,0.1,TT,20.09942192
100,100,0.1,TT,18.19374241
120,100,0.3,TT,20.99723411
100,80,0.3,TT,16.85437153
120,80,0.1,TT,18.00742498
100,100,0.1,TT,18.42771725
120,100,0.3,TT,19.45876416
100,80,0.3,TT,15.67854281
120,80,0.1,TT,17.51034209
100,100,0.1,TT,19.76240335
120,100,0.3,TT,19.77818928
100,80,0.3,TT,14.2497832
120,80,0.1,TT,18.63949297
100,100,0.1,TT,19.02875101
120,100,0.3,TT,19.08994527
100,80,0.3,TT,18.00418012
120,80,0.1,TT,18.27743039
100,100,0.1,TT,20.16984173
120,100,0.3,TT,19.0271912
100,80,0.3,TT,15.41890874
120,80,0.1,TT,16.29864215
100,100,0.1,TT,18.96587061
120,100,0.3,TT,19.83529472
100,80,0.3,TT,16.72288415
120,80,0.1,TT,20.34190338
100,100,0.1,TT,19.46676095
120,100,0.3,TT,20.39034747
100,80,0.3,TT,17.34677074
120,80,0.1,TT,18.44722955
100,100,0.1,TT,19.53560317
120,100,0.3,TT,19.7886547
100,80,0.3,TT,15.77092309
120,80,0.1,TT,18.23951829
100,100,0.1,TT,18.99710164
120,100,0.3,TT,21.38414295
100,80,0.3,TT,17.85423588
120,80,0.1,TT,19.41181157
100,100,0.1,TT,20.75675847
120,100,0.3,TT,19.49655485
100,80,0.3,TT,18.55293188
120,80,0.1,TT,19.059907
100,100,0.1,TT,20.24828606
120,100,0.3,TT,20.98430893
100,80,0.3,TT,16.51940279
120,80,0.1,TT,21.17157089
100,100,0.1,TT,19.10267781
120,100,0.3,TT,19.17535758
100,80,0.3,TT,16.78397796
120,80,0.1,TT,18.04603221
100,100,0.1,TT,20.05508518
120,100,0.3,TT,20.89859609
100,80,0.3,TT,15.37892849
120,80,0.1,TT,18.07022409
100,100,0.1,TT,16.64154472
120,100,0.3,TT,19.22056853
100,80,0.3,TT,17.05503814
120,80,0.1,TT,19.94071082
100,100,0.1,TT,19.64843101
120,100,0.3,TT,18.95893142
100,80,0.3,TT,14.10575047
120,80,0.1,TT,18.63789394
100,100,0.1,TT,18.3255554
120,100,0.3,TT,19.8750125
100,80,0.3,TT,16.01827776
120,80,0.1,TT,19.62560883
100,100,0.1,TT,17.28165129
120,100,0.3,TT,21.61283402
100,80,0.3,TT,17.21526768
120,80,0.1,TT,19.13485956
100,100,0.1,TT,19.92914949
120,100,0.3,TT,17.36612644
100,80,0.3,TT,17.13281841
120,80,0.1,TT,20.00624553
100,100,0.1,TT,18.41188515
120,100,0.3,TT,20.92462499
100,80,0.3,TT,15.42355595
120,80,0.1,TT,18.84564137
100,100,0.1,TT,20.24391886
120,100,0.3,TT,18.86450475
100,80,0.3,TT,14.32854303
120,80,0.1,TT,18.79777326
100,100,0.1,TT,19.28236979
120,100,0.3,TT,19.54538412
100,80,0.3,TT,16.71912699
120,80,0.1,TT,19.87901253
100,100,0.1,TT,20.51725929
120,100,0.3,TT,18.95583288
100,80,0.3,TT,16.3793108
120,80,0.1,TT,18.4234502
100,100,0.1,TT,19.73684062
120,100,0.3,TT,20.85405548
100,80,0.3,TT,17.39240491
120,80,0.1,TT,19.23889431
100,100,0.1,TT,19.3473639
120,100,0.3,TT,19.80829141
100,80,0.3,TT,16.00699509
120,80,0.1,TT,19.99865627
100,100,0.1,TT,19.41822026
120,100,0.3,TT,19.69695965
100,80,0.3,TT,16.95892467
120,80,0.1,TT,20.37115686
100,100,0.1,TT,20.01522791
120,100,0.3,TT,18.81683415
100,80,0.3,TT,13.77625298
120,80,0.1,TT,19.76709987
100,100,0.1,TT,18.60409058
120,100,0.3,TT,20.56355597
100,80,0.3,TT,17.54845606
120,80,0.1,TT,19.08516791
100,100,0.1,TT,18.2394343
120,100,0.3,TT,20.52191048
100,80,0.3,TT,16.34412974
120,80,0.1,TT,20.12539065
100,100,0.1,TT,20.54846321
120,100,0.3,TT,19.23873062
100,80,0.3,TT,17.21094473
120,80,0.1,TT,21.03565606
100,100,0.1,TT,19.81494645
120,100,0.3,TT,19.80347608
100,80,0.3,TT,16.26158393
120,80,0.1,TT,17.79105827
100,100,0.1,TT,20.96747923
120,100,0.3,TT,20.65595072
100,80,0.3,TT,15.03470468
120,80,0.1,TT,18.93829014
100,100,0.1,TT,19.69402671
120,100,0.3,TT,19.50648596
100,80,0.3,TT,16.25974309
120,80,0.1,TT,20.06549538
100,100,0.1,TT,20.64151982
120,100,0.3,TT,20.01869866
100,80,0.3,TT,16.72942269
120,80,0.1,TT,19.76625364
100,100,0.1,TT,17.87311504
120,100,0.3,TT,20.90648792
100,80,0.3,TT,15.05373611
120,80,0.1,TT,18.71187534
100,100,0.1,TT,19.84792639
120,100,0.3,TT,20.72896276
100,80,0.3,TT,16.35029882
120,80,0.1,TT,19.71617505
100,100,0.1,TT,17.74259118
120,100,0.3,TT,20.17985412
100,80,0.3,TT,15.04622347
120,80,0.1,TT,19.62316056
100,100,0.1,TT,19.12463319
120,100,0.3,TT,19.28616686
100,80,0.3,TT,15.63954359
120,80,0.1,TT,18.86437044
100,100,0.1,TT,17.52416817
120,100,0.3,TT,19.56030483
100,80,0.3,TT,14.82306006
120,80,0.1,TT,16.15689677
100,100,0.1,TT,20.11500268
120,100,0.3,TT,20.72129155
100,80,0.3,TT,17.73915559
120,80,0.1,TT,18.63249844
100,100,0.1,TT,21.61137994
120,100,0.3,TT,18.16915602
100,80,0.3,TT,16.46734189
120,80,0.1,TT,19.43576725
100,100,0.1,TT,18.52858506
120,100,0.3,TT,19.79872493
100,80,0.3,TT,15.53785284
120,80,0.1,TT,18.13232064
100,100,0.1,TT,18.32437747
120,100,0.3,TT,20.33011473
100,80,0.3,TT,16.94612681
120,80,0.1,TT,18.56812954
100,100,0.1,TT,18.03578284
120,100,0.3,TT,21.13127367
100,80,0.3,TT,14.41279792
120,80,0.1,TT,21.04863537
100,100,0.1,TT,19.53215056
120,100,0.3,TT,20.2392438
100,80,0.3,TT,15.46907658
120,80,0.1,TT,18.58206546
100,100,0.1,TT,18.3725708
120,100,0.3,TT,17.68658798
100,80,0.3,TT,17.59131722
120,80,0.1,TT,16.93496621
100,100,0.1,TT,19.90650388
120,100,0.3,TT,20.04759125
100,80,0.3,TT,15.46497744
120,80,0.1,TT,18.22003694
100,100,0.1,TT,20.08175713
120,100,0.3,TT,19.33041322
100,80,0.3,TT,17.22386491
120,80,0.1,TT,18.38825991
100,100,0.1,TT,18.85936622
120,100,0.3,TT,21.36283917
100,80,0.3,TT,15.41838914
120,80,0.1,TT,18.93312386
100,100,0.1,TT,20.73979979
120,100,0.3,TT,22.14534054
100,80,0.3,TT,16.30592838
120,80,0.1,TT,19.41452753
100,100,0.1,TT,18.02155351
120,100,0.3,TT,20.15471024
100,80,0.3,TT,14.65147361
120,80,0.1,TT,19.43215209
100,100,0.1,TT,21.40328358
120,100,0.3,TT,21.70927365
100,80,0.3,TT,16.01850257
120,80,0.1,TT,18.21731089
100,100,0.1,TT,20.83409388
120,100,0.3,TT,19.03203657
100,80,0.3,TT,15.10453019
120,80,0.1,TT,19.57640155
100,100,0.1,TT,17.9896589
120,100,0.3,TT,20.24449154
100,80,0.3,TT,17.00057801
120,80,0.1,TT,18.54986774
100,100,0.1,TT,18.29951311
120,100,0.3,TT,20.24249137
100,80,0.3,TT,15.2111758
120,80,0.1,TT,21.45967086
100,100,0.1,TT,18.50312045
120,100,0.3,TT,21.35710889
100,80,0.3,TT,16.38091039
120,80,0.1,TT,18.65618464
100,100,0.1,TT,19.48721076
120,100,0.3,TT,19.09759019
100,80,0.3,TT,15.61249394
120,80,0.1,TT,19.39966575
100,100,0.1,TT,18.65441777
120,100,0.3,TT,21.12194536
100,80,0.3,TT,18.00812861
120,80,0.1,TT,19.75737879
100,100,0.1,TT,19.70896881
120,100,0.3,TT,20.24850487
100,80,0.3,TT,15.33287693
120,80,0.1,TT,18.41018498
100,100,0.1,TT,19.93547271
120,100,0.3,TT,18.81134815
100,80,0.3,TT,15.0726071
120,80,0.1,TT,17.6297097
100,100,0.1,TT,18.86494793
120,100,0.3,TT,22.32712426
100,80,0.3,TT,17.66192497
120,80,0.1,TT,20.55541816
100,100,0.1,TT,18.94162999
120,100,0.3,TT,19.7354097
100,80,0.3,TT,16.90524198
120,80,0.1,TT,20.07280232
100,100,0.1,TT,18.40085442
120,100,0.3,TT,20.12836957
100,80,0.3,TT,15.07934523
120,80,0.1,TT,18.20122878
100,100,0.1,TT,19.04932933
120,100,0.3,TT,19.43769137
100,80,0.3,TT,15.18947956
120,80,0.1,TT,19.53095617
100,100,0.1,TT,19.22449223
120,100,0.3,TT,19.07444642
100,80,0.3,TT,16.72686162
120,80,0.1,TT,19.84587223
100,100,0.1,TT,18.40124487
120,100,0.3,TT,17.91504686
100,80,0.3,TT,17.38436025
120,80,0.1,TT,20.37914098
100,100,0.1,TT,18.89589846
120,100,0.3,TT,19.46828265
100,80,0.3,TT,15.78440435
120,80,0.1,TT,17.9378074
100,100,0.1,TT,20.39417844
120,100,0.3,TT,19.05722214
100,80,0.3,TT,15.5100101
120,80,0.1,TT,18.19032819
100,100,0.1,TT,19.21536984
120,100,0.3,TT,18.91590296
100,80,0.3,TT,15.46257777
120,80,0.1,TT,17.98109857
100,100,0.1,TT,18.93034436
120,100,0.3,TT,19.27117483
100,80,0.3,TT,16.16131164
120,80,0.1,TT,19.38741658
100,100,0.1,TT,19.53685492
120,100,0.3,TT,19.30741029
100,80,0.3,TT,16.85202931
120,80,0.1,TT,17.64152064
100,100,0.1,TT,18.72059649
120,100,0.3,TT,20.43140236
100,80,0.3,TT,15.65499829
120,80,0.1,TT,19.39810954
100,100,0.1,TT,17.45961645
120,100,0.3,TT,20.0289785
100,80,0.3,TT,16.81239651
120,80,0.1,TT,17.55982857
100,100,0.1,TT,20.71126858
120,100,0.3,TT,18.98451475
100,80,0.3,TT,14.89322078
120,80,0.1,TT,20.1171617
100,100,0.1,TT,20.47382212
120,100,0.3,TT,18.32407948
100,80,0.3,TT,16.54845038
120,80,0.1,TT,18.31881171
100,100,0.1,TT,18.86238257
120,100,0.3,TT,20.32217974
100,80,0.3,TT,14.4086187
120,80,0.1,TT,19.69912951
100,100,0.1,TT,18.1477659
120,100,0.3,TT,20.68175358
100,80,0.3,TT,16.56675149
120,80,0.1,TT,20.81570785
100,100,0.1,TT,19.29578642
120,100,0.3,TT,19.2201452
100,80,0.3,TT,16.97886873
120,80,0.1,TT,18.95735878
100,100,0.1,TT,18.7714381
120,100,0.3,TT,19.64449324
100,80,0.3,TT,17.56270755
120,80,0.1,TT,19.60528715
100,100,0.1,TT,20.57037889
120,100,0.3,TT,19.5965203
